         22690073 function calls (22405082 primitive calls) in 7.792 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 dataclasses.py:767(_hash_set_none)
        1    0.000    0.000    0.000    0.000 dataclasses.py:770(_hash_add)
        1    0.000    0.000    0.000    0.000 dataclasses.py:771(<listcomp>)
        3    0.000    0.000    0.001    0.000 dataclasses.py:809(_process_class)
        3    0.000    0.000    0.000    0.000 dataclasses.py:863(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:949(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:959(<listcomp>)
        3    0.000    0.000    0.001    0.000 dataclasses.py:998(dataclass)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1145(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2236(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:445(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 datetime.py:45(_days_before_year)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:492(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:50(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
        2    0.000    0.000    0.002    0.001 datetimelike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:139(InvalidComparison)
        1    0.000    0.000    0.000    0.000 datetimelike.py:148(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1542(DatelikeOps)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1738(TimelikeOps)
        1    0.000    0.000    0.000    0.000 datetimelike.py:375(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:77(DatetimeIndexOpsMixin)
        3    0.000    0.000    0.005    0.002 datetimes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:108(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 datetimes.py:110(<listcomp>)
       19    0.000    0.000    0.000    0.000 datetimes.py:114(_field_accessor)
        1    0.000    0.000    0.000    0.000 datetimes.py:154(DatetimeArray)
        1    0.000    0.000    0.000    0.000 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        2    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        1    0.000    0.000    0.003    0.003 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.007    0.007 describe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 describe.py:124(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:137(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:98(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
       16    0.000    0.000    0.000    0.000 doc.py:102(window_agg_numba_parameters)
      165    0.000    0.000    0.000    0.000 doc.py:9(create_section_header)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
       36    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtype.py:42(SparseDtype)
        1    0.000    0.000    0.001    0.001 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1017(IntervalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:111(CategoricalDtypeType)
       17    0.000    0.000    0.000    0.000 dtypes.py:1144(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:119(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:1271(PandasDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:300(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:625(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:69(PandasExtensionDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:732(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:801(PeriodDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:891(construct_from_string)
        1    0.000    0.000    0.000    0.000 easter.py:2(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.003    0.003 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 engines.py:23(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 engines.py:46(AbstractEngine)
        3    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
        7    0.000    0.000    0.000    0.000 enum.py:1040(<lambda>)
       73    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        7    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
        7    0.000    0.000    0.001    0.000 enum.py:179(__new__)
        7    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
       98    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        7    0.000    0.000    0.000    0.000 enum.py:221(<setcomp>)
        9    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
       98    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      155    0.000    0.000    0.001    0.000 enum.py:358(__call__)
        7    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
        3    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
       30    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
       98    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
        3    0.000    0.000    0.000    0.000 enum.py:443(__members__)
      108    0.000    0.000    0.000    0.000 enum.py:462(__setattr__)
        3    0.000    0.000    0.001    0.000 enum.py:475(_create_)
        3    0.000    0.000    0.001    0.000 enum.py:528(_convert_)
        3    0.000    0.000    0.000    0.000 enum.py:545(<listcomp>)
       40    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
        7    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
       17    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
       17    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
        7    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
      152    0.000    0.000    0.000    0.000 enum.py:670(__new__)
       66    0.000    0.000    0.000    0.000 enum.py:792(value)
        7    0.000    0.000    0.000    0.000 enum.py:81(__init__)
       98    0.000    0.000    0.000    0.000 enum.py:88(__setitem__)
        3    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
        7    0.000    0.000    0.000    0.000 enum.py:971(__or__)
       51    0.000    0.000    0.000    0.000 enum.py:977(__and__)
        1    0.000    0.000    0.003    0.003 eval.py:1(<module>)
        1    0.000    0.000    0.004    0.004 ewm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewm.py:127(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 ewm.py:831(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 ewm.py:864(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 excel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:439(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 excel.py:53(ExcelCell)
        1    0.000    0.000    0.000    0.000 excel.py:74(CssExcelCell)
        1    0.000    0.000    0.000    0.000 excel.py:96(CSSToExcelConverter)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:45(Expanding)
        1    0.000    0.000    0.000    0.000 expanding.py:788(ExpandingGroupby)
        1    0.000    0.000    0.002    0.002 expr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 expr.py:120(_compose2)
        2    0.000    0.000    0.000    0.000 expr.py:127(_compose)
        2    0.000    0.000    0.000    0.000 expr.py:169(_is_type)
      120    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
      168    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       13    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
      124    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
      119    0.000    0.000    0.000    0.000 expr.py:196(<lambda>)
      162    0.000    0.000    0.000    0.000 expr.py:256(_node_not_implemented)
        3    0.000    0.000    0.000    0.000 expr.py:273(disallow)
        3    0.000    0.000    0.000    0.000 expr.py:283(disallowed)
       22    0.000    0.000    0.000    0.000 expr.py:297(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:322(add_ops)
        1    0.000    0.000    0.000    0.000 expr.py:327(f)
        1    0.000    0.000    0.000    0.000 expr.py:341(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:385(<dictcomp>)
        1    0.000    0.000    0.000    0.000 expr.py:757(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:775(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:781(Expr)
        1    0.000    0.000    0.007    0.007 expressions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 expressions.py:11(<module>)
       19    0.000    0.000    0.000    0.000 expressions.py:168(binop)
       29    0.000    0.000    0.000    0.000 expressions.py:185(func)
        4    0.000    0.000    0.000    0.000 expressions.py:230(gen_reduce_axis_func)
        1    0.000    0.000    0.000    0.000 expressions.py:383(ExpressionNode)
        1    0.000    0.000    0.000    0.000 expressions.py:41(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 expressions.py:42(Expression)
        1    0.000    0.000    0.000    0.000 expressions.py:43(__init__)
        1    0.000    0.000    0.000    0.000 expressions.py:470(LeafNode)
        1    0.000    0.000    0.000    0.000 expressions.py:474(VariableNode)
        1    0.000    0.000    0.000    0.000 expressions.py:481(RawNode)
        1    0.000    0.000    0.000    0.000 expressions.py:501(ConstantNode)
        1    0.000    0.000    0.000    0.000 expressions.py:518(OpNode)
        1    0.000    0.000    0.000    0.000 expressions.py:527(FuncNode)
        1    0.000    0.000    0.000    0.000 expressions.py:59(Context)
       54    0.000    0.000    0.000    0.000 expressions.py:79(ophelper)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       14    0.000    0.000    0.000    0.000 extension.py:110(inherit_names)
       14    0.000    0.000    0.000    0.000 extension.py:125(wrapper)
        1    0.000    0.000    0.000    0.000 extension.py:135(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 extension.py:177(NDArrayBackedExtensionIndex)
      120    0.000    0.000    0.000    0.000 extension.py:32(_inherit_from_data)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1467(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1515(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:235(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:265(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:296(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:321(_fromnxfunction_allargs)
